State,year,month,PRCP,EVAP,TMIN,TMAX,mean_elevation,Land Area (sq mi),Water Area (sq mi),Total Area (sq mi),Percentage of Federal Land,Urbanization Rate (%),t2m,d2m,u10,v10,lai_hv,lai_lv,total_fire_size
AK,1993,8,19.1,21.57,-22.0,256.0,580,570641,94743,665384,0.609,64.9,281.35471333333334,275.8223533333333,0.160681618,0.09637631666666667,2.0570122666666664,1.7065992666666665,1164.3
AK,1993,9,31.32,10.87,-94.0,217.0,580,570641,94743,665384,0.609,64.9,280.57681333333335,275.66339,0.5071128266666667,-0.034562376000000006,2.3626536666666667,1.9326694666666666,3.5
AK,1993,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.1
AK,1994,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,200.1
AK,1994,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,9.3
AK,1994,5,1.61,44.26,-17.0,228.0,580,570641,94743,665384,0.609,64.9,278.5485433333333,269.66927333333336,0.72763248,0.19683835000000002,1.0941077866666666,0.9124342366666666,1198.5
AK,1994,6,22.89,37.19,-17.0,311.0,580,570641,94743,665384,0.609,64.9,289.0316966666667,283.1991666666666,0.19647706666666664,0.061962416666666666,3.0312907333333334,2.1111389,184553.7
AK,1994,7,7.79,33.98,0.0,311.0,580,570641,94743,665384,0.609,64.9,290.96707999999995,284.29693000000003,-0.037680553333333346,0.33879429,2.7899038666666667,1.7861192666666668,50603.5
AK,1994,8,13.58,23.96,-28.0,317.0,580,570641,94743,665384,0.609,64.9,290.66939333333335,285.1994733333333,-0.36032493466666665,-0.41015928666666673,2.635934933333333,1.89280089,24187.3
AK,1994,9,12.83,14.29,-94.0,211.0,580,570641,94743,665384,0.609,64.9,276.1046733333333,269.38866,0.7891414,0.13655826000000001,1.5705293333333332,1.2210869733333334,210.8
AK,1994,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,1001.7
AK,1995,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,2.1
AK,1995,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,846.5
AK,1995,5,8.36,34.19,-39.0,294.0,580,570641,94743,665384,0.609,64.9,284.68335333333334,276.42464333333334,1.1068298333333335,0.04357891333333334,1.3939113266666665,0.9015251333333333,9460.8
AK,1995,6,12.83,35.43,-22.0,289.0,580,570641,94743,665384,0.609,64.9,284.16600666666665,277.30883666666665,-0.057928730000000005,0.21108802666666668,1.7849079333333335,0.7116114566666666,5671.7
AK,1995,7,20.91,30.64,17.0,283.0,580,570641,94743,665384,0.609,64.9,291.40337999999997,286.64169,0.6358086323333333,0.015221553333333332,4.485874,0.4254138566666667,27888.2
AK,1995,8,17.98,20.5,0.0,256.0,580,570641,94743,665384,0.609,64.9,287.0405,282.34820666666667,0.29509243333333335,0.28712209,2.8061446999999995,1.2755648466666667,3.5
AK,1995,9,15.4,16.95,-44.0,250.0,580,570641,94743,665384,0.609,64.9,282.50867666666664,277.30104,1.0139102333333334,-0.03545091333333334,2.3168818,1.6931466000000002,18.8
AK,1995,10,7.67,6.0,-22.0,106.0,580,570641,94743,665384,0.609,64.9,274.37693666666667,269.51474333333334,-0.11431998433333335,0.3959231066666667,2.1936182,1.2112417666666666,70.2
AK,1995,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.3
AK,1996,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,2.5
AK,1996,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,206.9
AK,1996,5,2.25,45.07,-6.0,244.0,580,570641,94743,665384,0.609,64.9,274.23550666666665,268.6870033333333,0.33539889333333334,0.19642734666666664,1.1578362999999998,0.5190174333333334,92692.0
AK,1996,6,9.09,40.92,-22.0,289.0,580,570641,94743,665384,0.609,64.9,284.40363,277.55454000000003,0.3107742,-0.08404272333333333,1.922178233333333,1.3566199099999998,446381.2
AK,1996,7,12.99,31.46,17.0,283.0,580,570641,94743,665384,0.609,64.9,288.71416,283.57362,0.32273725566666667,-0.1333037933333333,3.5308829999999998,0.5655421466666667,56220.7
AK,1996,8,23.34,20.01,-33.0,228.0,580,570641,94743,665384,0.609,64.9,282.9071966666667,278.98787,0.37105720000000003,0.49256419333333334,2.7979753666666665,1.1607775066666666,27.1
AK,1996,9,4.0,17.8,-22.0,233.0,580,570641,94743,665384,0.609,64.9,282.06474,277.0905666666667,0.16467774666666668,-0.06435598666666668,2.5102119666666667,1.3090120666666667,14.4
AK,1996,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,3252.4
AK,1997,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,302.5
AK,1997,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,14145.3
AK,1997,5,17.33,39.94,-17.0,250.0,580,570641,94743,665384,0.609,64.9,283.11286,277.16166333333337,0.96905425,0.1958745066666667,2.7309314,0.605096605,452.2
AK,1997,6,9.38,40.15,-11.0,289.0,580,570641,94743,665384,0.609,64.9,286.51054000000005,279.46763666666664,0.48564196666666665,0.06443353333333335,2.468126133333333,1.8951339333333335,1601554.9
AK,1997,7,14.46,34.93,44.0,306.0,580,570641,94743,665384,0.609,64.9,291.24654333333336,285.83358,-0.008057713333333346,-0.16992233566666667,4.010474666666666,0.587570188,404789.8
AK,1997,8,21.3,13.61,0.0,283.0,580,570641,94743,665384,0.609,64.9,284.42934999999994,279.77495999999996,0.50197731,0.21268919566666666,2.757139066666667,0.6515264646666666,4950.3
AK,1997,9,11.26,13.29,-50.0,228.0,580,570641,94743,665384,0.609,64.9,279.3082866666667,274.2839166666667,0.3357318773333333,0.05441872999999999,2.0374441,1.6909941,3.4
AK,1997,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,6.0
AK,1997,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.1
AK,1998,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,4.3
AK,1998,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.6
AK,1998,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,498.5
AK,1998,5,6.37,31.63,-28.0,244.0,580,570641,94743,665384,0.609,64.9,279.6470933333333,271.5967166666667,0.48314586333333337,0.02298062666666667,1.5125833666666668,1.2726274766666668,54480.0
AK,1998,6,14.92,25.98,-6.0,306.0,580,570641,94743,665384,0.609,64.9,287.8588466666667,281.4413566666667,0.07864339000000002,-0.16534493666666666,2.710948366666667,1.5008872999999998,31754.2
AK,1998,7,28.48,24.67,39.0,272.0,580,570641,94743,665384,0.609,64.9,288.5681666666666,284.36979,0.5083162233333334,-0.11632231833333333,4.263868666666666,0.8583744913333332,33965.5
AK,1998,8,32.34,15.0,-33.0,256.0,580,570641,94743,665384,0.609,64.9,280.6640966666667,274.76595,0.54842908,0.215224277,2.4669002333333334,1.8236811666666668,74.5
AK,1998,9,18.93,11.64,-33.0,189.0,580,570641,94743,665384,0.609,64.9,278.84609,274.2185233333333,0.116008,-0.00415821999999999,2.0217567,1.6882538333333332,3.2
AK,1998,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,1.3
AK,1999,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.1
AK,1999,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,520.39999
AK,1999,5,9.47,40.86,-33.0,233.0,580,570641,94743,665384,0.609,64.9,278.54473333333334,271.61030999999997,1.1535418666666668,0.7797345,1.6498424333333332,1.0110963333333334,781.6
AK,1999,6,11.22,35.65,0.0,328.0,580,570641,94743,665384,0.609,64.9,292.5572,285.6792766666667,-0.86898288,-0.8615051366666667,3.2752962666666665,2.3209328333333334,914393.9
AK,1999,7,20.53,27.65,28.0,294.0,580,570641,94743,665384,0.609,64.9,289.51953999999995,284.7834966666667,0.15768978333333333,-0.07915459833333333,3.2320227666666668,1.9482354333333334,90106.1
AK,1999,8,15.41,17.51,6.0,306.0,580,570641,94743,665384,0.609,64.9,289.1552433333333,284.4290266666667,0.08078470333333335,-0.26447496,2.772256133333333,1.5544058666666665,2.4
AK,1999,9,11.82,13.77,-22.0,206.0,580,570641,94743,665384,0.609,64.9,283.54544333333337,278.84075666666666,0.5760090433333334,-0.21671324333333333,2.777283466666667,0.6186914666666666,38.2
AK,1999,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,1.0
AK,2000,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,38.4
AK,2000,5,9.04,34.04,-33.0,189.0,580,570641,94743,665384,0.609,64.9,273.3590566666667,267.7548833333333,0.58876852,0.11033815833333338,1.7845185333333333,0.9944885733333334,1208.6
AK,2000,6,6.44,36.87,6.0,289.0,580,570641,94743,665384,0.609,64.9,288.2254533333333,282.54640666666666,0.43957720600000005,-0.19097678333333334,3.1399728000000002,1.0295071146666668,738604.4
AK,2000,7,20.19,24.27,11.0,267.0,580,570641,94743,665384,0.609,64.9,285.9430766666667,280.50249333333335,0.38002914,-0.4781523566666667,2.6416864333333336,1.2451910466666665,3594.7
AK,2000,8,30.74,14.98,-28.0,233.0,580,570641,94743,665384,0.609,64.9,281.05896,276.67545333333334,0.42189845333333337,0.014171440666666655,2.4349085666666666,1.0607265233333332,41.3
AK,2000,9,21.75,9.31,-50.0,156.0,580,570641,94743,665384,0.609,64.9,273.78354666666667,270.0732,0.0361294,0.5424663566666666,2.0170549999999996,1.0799311133333334,0.7000000000000001
AK,2000,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.1
AK,2000,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,12891.0
AK,2001,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,2.6
AK,2001,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,15.6
AK,2001,5,7.02,30.22,-39.0,222.0,580,570641,94743,665384,0.609,64.9,279.2776166666667,272.21516,0.36400512,0.03752360333333332,1.7875469,1.3688842333333333,1700.1
AK,2001,6,5.8,37.66,6.0,283.0,580,570641,94743,665384,0.609,64.9,287.3146266666667,281.65876333333335,0.22786494999999998,-0.16636545666666666,2.552288433333333,1.6485823233333334,214004.7
AK,2001,7,30.18,20.09,11.0,239.0,580,570641,94743,665384,0.609,64.9,280.26638,275.60818333333333,0.6015870266666666,-0.057470163333333324,2.660129866666667,0.9669608733333334,557.4
AK,2001,8,15.02,19.58,11.0,256.0,580,570641,94743,665384,0.609,64.9,287.54937666666666,282.53530666666666,0.54359999,-0.29693649,3.0911551999999998,1.486952313333333,6.7
AK,2001,9,10.32,13.19,-28.0,189.0,580,570641,94743,665384,0.609,64.9,273.00349,267.1825166666667,0.5720573,-0.21252535333333333,1.6360458666666666,1.1189097533333334,3616.7
AK,2001,10,10.32,8.16,-189.0,156.0,580,570641,94743,665384,0.609,64.9,272.0607366666666,266.09062,0.7500083433333334,0.352274951,2.2777298333333333,1.328797,20.9
AK,2002,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.1
AK,2002,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.1
AK,2002,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,604.6
AK,2002,5,4.18,38.74,-44.0,278.0,580,570641,94743,665384,0.609,64.9,280.7548233333334,272.67279,0.50369661,0.4979457333333334,2.1302203,1.104557233333333,639303.6
AK,2002,6,6.88,39.38,28.0,278.0,580,570641,94743,665384,0.609,64.9,286.12202,280.1758,0.9674640333333334,0.15415216333333334,3.2636783333333335,0.8091466413333332,555731.5
AK,2002,7,20.04,27.05,11.0,289.0,580,570641,94743,665384,0.609,64.9,289.0201466666667,283.77677,0.38470053333333337,0.18217340666666668,3.146263766666667,1.0650969033333333,926979.1
AK,2002,8,34.2,18.84,-11.0,294.0,580,570641,94743,665384,0.609,64.9,285.2360933333334,280.02694,0.28891672999999995,0.26105199333333334,2.7812360666666667,1.2202001866666665,64019.4
AK,2002,9,24.37,10.35,-72.0,194.0,580,570641,94743,665384,0.609,64.9,278.8379,273.50008333333335,0.26330743,-0.029262626666666663,2.6601047,1.5801319666666664,2.7
AK,2002,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,5.0
AK,2003,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,432.7
AK,2003,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,281.5
AK,2003,4,0.0,45.0,-17.0,189.0,580,570641,94743,665384,0.609,64.9,273.96230999999995,266.73052,0.2913377753333333,0.48058722000000004,1.7512870000000003,0.9521474133333333,599.5
AK,2003,5,4.94,33.63,-11.0,211.0,580,570641,94743,665384,0.609,64.9,275.4454833333333,269.53360000000004,0.2850375533333333,0.14774534,1.73436195,0.7108010233333334,13035.5
AK,2003,6,7.43,33.6,-6.0,244.0,580,570641,94743,665384,0.609,64.9,284.88838333333337,279.15281333333337,0.7085322433333333,0.06708254666666667,2.2861929666666665,1.6752849,534531.7
AK,2003,7,29.07,32.97,-6.0,294.0,580,570641,94743,665384,0.609,64.9,288.39419666666663,283.63032,0.1995826858333333,0.1399635433333333,3.285433,1.0167824066666666,50167.6
AK,2003,8,17.54,21.33,6.0,294.0,580,570641,94743,665384,0.609,64.9,285.39379333333335,279.7854333333333,0.29530042333333334,-0.22242250766666669,2.8566993000000003,1.0141692983333335,2524.81
AK,2003,9,15.38,16.62,-33.0,189.0,580,570641,94743,665384,0.609,64.9,276.2729166666666,270.7355533333333,1.2430701433333333,-0.09379543666666663,1.5122483333333332,1.4809762533333333,99.8
AK,2003,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.8
AK,2003,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.1
AK,2004,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.1
AK,2004,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.1
AK,2004,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,27.7
AK,2004,5,9.46,34.18,0.0,222.0,580,570641,94743,665384,0.609,64.9,280.21094666666664,274.22787,0.5549853533333334,-0.034917336666666667,2.0750498,1.795386733333333,11892.6
AK,2004,6,6.71,31.9,11.0,306.0,580,570641,94743,665384,0.609,64.9,290.0360533333333,284.49097333333333,-0.028902233333333343,-0.30822039333333334,3.1186204666666666,1.8589369666666666,4779145.15
AK,2004,7,16.26,28.47,39.0,289.0,580,570641,94743,665384,0.609,64.9,290.35753666666665,285.1845466666667,0.12644472666666665,-0.17056398333333336,3.8158136333333332,0.7869579246666666,1568044.30019
AK,2004,8,10.64,23.3,0.0,306.0,580,570641,94743,665384,0.609,64.9,290.22465000000005,285.4973366666666,-0.06627486,-0.22193697666666667,2.6068816333333333,1.7102056666666667,229376.1
AK,2004,9,21.47,25.27,-44.0,183.0,580,570641,94743,665384,0.609,64.9,275.52771,270.74508,0.28746951666666665,-0.2820486606666666,1.5568441999999998,1.2139254866666667,3381.8
AK,2004,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.75
AK,2005,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,1.5
AK,2005,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,5969.7
AK,2005,5,1.18,46.57,-6.0,228.0,580,570641,94743,665384,0.609,64.9,277.42846,269.60933,0.72608306,0.21877723333333332,0.8957589866666668,0.9206147866666666,253467.2
AK,2005,6,23.56,36.87,11.0,289.0,580,570641,94743,665384,0.609,64.9,289.46575666666666,285.24161333333336,0.6502536500000001,0.015963559999999998,3.6500000999999997,0.68607109,2209361.15
AK,2005,7,26.37,34.28,-6.0,261.0,580,570641,94743,665384,0.609,64.9,282.4910433333334,277.50389333333334,0.5475612433333333,0.006979860000000004,2.8278630999999996,0.7036574383333334,1631255.2
AK,2005,8,15.26,22.48,-11.0,300.0,580,570641,94743,665384,0.609,64.9,285.24559,278.1160066666667,-0.08436274333333331,0.17971186333333333,2.3335532333333333,1.5767359333333335,535813.102
AK,2005,9,23.84,19.55,-56.0,178.0,580,570641,94743,665384,0.609,64.9,275.33094,271.56973999999997,0.35792382333333334,0.4262079426666667,2.2140617666666667,1.0369991533333334,30.8
AK,2006,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,95.0
AK,2006,5,1.8,44.22,-17.0,261.0,580,570641,94743,665384,0.609,64.9,281.15807666666666,274.31369,0.8027667666666667,0.3456484616666667,1.7024205666666667,1.4763074999999999,68858.5
AK,2006,6,19.78,33.2,-56.0,256.0,580,570641,94743,665384,0.609,64.9,280.08940333333334,274.71035,0.006811143333333325,0.12696986666666665,1.6129131666666667,1.1449076499999997,158456.1
AK,2006,7,17.6,35.34,28.0,272.0,580,570641,94743,665384,0.609,64.9,288.26456666666667,283.46436666666665,0.11596293899999999,-0.40591114666666667,3.042222633333333,1.3211765333333332,27095.9
AK,2006,8,30.68,19.1,-17.0,233.0,580,570641,94743,665384,0.609,64.9,281.17586000000006,276.37828333333334,0.558014092,0.150185074,1.981305833333333,0.8838915899999998,2.2
AK,2006,9,11.78,20.03,-11.0,194.0,580,570641,94743,665384,0.609,64.9,277.83439,272.04922000000005,0.3685721286666666,-0.13607285133333333,1.6932879666666667,0.7736441300000001,3.6
AK,2006,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,2.5
AK,2007,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,33820.5
AK,2007,5,11.6,31.23,-22.0,244.0,580,570641,94743,665384,0.609,64.9,280.31168,274.6163433333333,0.4939141266666667,-0.013525133333333347,1.6886577,0.9117581,50446.3
AK,2007,6,8.21,34.86,-6.0,272.0,580,570641,94743,665384,0.609,64.9,284.4247633333334,278.14510333333334,0.3960905833333333,0.23101401833333335,2.5905500666666668,1.3358750400000001,128310.8
AK,2007,7,17.41,27.38,28.0,278.0,580,570641,94743,665384,0.609,64.9,288.3139433333333,283.88452333333333,0.24900977566666668,-0.14660368999999998,3.7809490666666665,0.5035662813333334,420162.80002
AK,2007,8,24.83,24.75,17.0,278.0,580,570641,94743,665384,0.609,64.9,288.85911000000004,283.5599366666667,0.50371939,-0.2131615233333333,3.192254533333333,1.1822793133333331,37.3
AK,2007,9,26.82,17.97,-44.0,206.0,580,570641,94743,665384,0.609,64.9,278.4407366666667,274.57791,0.6009606666666667,0.29588946666666666,1.9141697666666666,0.64845208,1687.8
AK,2007,10,1.25,18.5,-39.0,111.0,580,570641,94743,665384,0.609,64.9,277.25951333333336,271.90730333333335,0.10662613233333335,0.5174753,1.9204094000000003,1.3394928333333331,0.4
AK,2007,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,0.2
AK,2008,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,224.3
AK,2008,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,580,570641,94743,665384,0.609,64.9,285.4702336890276,278.21611186820286,0.44917754885853245,0.27824877913993035,2.307162475008076,1.322206309908474,93.9
